id,Formule,No Ele,Ele,BG,IM,Is BG Dir,Structure,a,b,c,alfa,beta,gamma,CA
mp-23202,InI,2,I-In,1.3412000000000002,False,True,Orthorhombic,4.860243728716956,4.83363636,6.87635392247975,90.0,110.69557221493633,90.0,313509.1466665531
mp-23297,BrF3,2,Br-F,2.211,False,False,Orthorhombic,4.623110576858381,4.623110785641747,6.22369746,90.0,90.0,109.8932358308071,5370.491308069628
mp-23406,Cs2PtCl6,3,Cl-Cs-Pt,2.1146,False,True,Cubic,7.310576144350641,7.310576572665236,7.31057662,59.99999978581424,59.99999784772719,59.999995073802666,24805.573921457624
mp-23465,Cs2TeCl6,3,Cl-Cs-Te,2.7815000000000003,False,False,Cubic,7.465975367211191,7.465975847726573,7.46597685,60.00000465151468,60.00000250128845,59.999998578068656,11466.394384937186
mp-23475,Rb2PbCl6,3,Cl-Pb-Rb,1.2605,False,True,Cubic,7.267220743514759,7.267221612490581,7.26722163,59.999999874779625,59.999995919279925,59.9999985544124,117264.20812560157
mp-23703,LiH,2,H-Li,2.981,False,True,Cubic,2.8406163304782996,2.840616551455863,2.840617,60.0000064218497,60.00000384850774,60.000011862410595,10195.54681615706
mp-23737,KMgH3,3,H-K-Mg,2.458,False,False,Cubic,3.988098,3.988098,3.988098,90.0,90.0,90.0,2710.9691807088807
mp-23804,Mg2FeH6,3,Fe-H-Mg,1.9139999999999997,False,False,Cubic,4.493706375057723,4.493706687645256,4.49370709,59.999989603166256,59.99998730209985,60.00000233594808,10452.05506345871
mp-23818,BaLiH3,3,Ba-H-Li,2.2146,False,False,Cubic,4.01142218,4.01142218,4.01142218,90.0,90.0,90.0,13394.380844517913
mp-23862,BaHI,3,Ba-H-I,2.8110999999999997,False,True,Tetragonal,4.77580877,4.77580877,7.80022709,90.0,90.0,90.0,4890.688355140904
mp-24012,HoHSe,3,H-Ho-Se,1.4981000000000004,False,False,Hexagonal,3.80915841,3.8091569621067216,3.88739471,90.0,90.0,119.99999462072913,58105.62950650579
mp-24292,Sr2H6Ru,3,H-Ru-Sr,2.2360999999999995,False,False,Cubic,5.373824535558409,5.373824535558409,5.373824535558409,60.00000000000001,60.00000000000001,60.00000000000001,7386.2992146541055
mp-24721,RbH,2,H-Rb,2.9163,False,True,Cubic,4.248412398820262,4.248413091771151,4.24841186,60.000001804656875,59.99999640908138,60.00000295667473,6317.384331064218
mp-27193,RbIO3,3,I-O-Rb,2.8369,False,True,Trigonal,4.519323495300368,4.5193244089398155,4.519323164597181,89.71652164800666,89.71650902424665,89.71651552162027,6785.936604435413
mp-27294,Ca3AsBr3,3,As-Br-Ca,1.6726,False,True,Cubic,5.93247235,5.93247235,5.93247235,90.0,90.0,90.0,175245.94344768242
mp-27419,LiBiF6,3,Bi-F-Li,2.5394,False,False,Trigonal,5.505181575518636,5.5055714656951595,5.5053196952992955,54.74269736061316,54.73952780339844,54.74304297593337,10765.966990507368
mp-27420,NaBiF6,3,Bi-F-Na,2.7315,False,False,Trigonal,5.937322122577094,5.93732098372694,5.937321360056975,52.74522811614661,52.74523854347701,52.74522569922273,5124.297707729901
mp-27616,ErSCl,3,Cl-Er-S,2.9329,False,True,Orthorhombic,3.93668739,5.30901972,7.84006561,90.0,90.0,90.0,5764.415772501484
mp-27702,InClO,3,Cl-In-O,2.3644999999999996,False,False,Orthorhombic,3.54801089,4.10001033,8.40576789,90.0,90.0,90.0,5757.72049710997
mp-27703,InBrO,3,Br-In-O,1.9948,False,False,Orthorhombic,3.64760392,4.07717859,8.90792645,90.0,90.0,90.0,17034.61452871854
mp-27726,SO2,2,O-S,2.8367999999999998,False,False,Orthorhombic,4.208418937793688,4.20841978982991,5.90349217,90.0,90.0,92.92126674739784,2991.437238661991
mp-27743,BiF5,2,Bi-F,1.8137999999999999,False,False,Tetragonal,4.280533447390971,5.001972724233712,5.001972132839339,79.4504770887732,64.66660398074809,64.66662422561969,73950.3195197174
mp-27827,Rb2TiCl6,3,Cl-Rb-Ti,2.1471,False,False,Cubic,7.066030683651885,7.066030737205083,7.06603113,59.99999820793958,59.999997957229425,60.00000437569778,110193.87027241485
mp-27828,Cs2TiCl6,3,Cl-Cs-Ti,2.2291,False,False,Cubic,7.3173918762580055,7.317392445878365,7.31739247,59.99999984574634,59.999997270663506,59.99999533114661,63415.51337846289
mp-27832,Tl2SnCl6,3,Cl-Sn-Tl,2.4814,False,False,Cubic,7.08364772735285,7.083648164836986,7.08364811,60.00000020938301,59.999998166387755,60.00000084754854,3841.4798872960037
mp-27834,Tl2PtCl6,3,Cl-Pt-Tl,1.7373999999999998,False,False,Cubic,6.949018514288968,6.94901921419149,6.94901962,60.00000302898377,59.999999674437426,59.99999734783929,36213.36499166497
mp-27839,K2TiCl6,3,Cl-K-Ti,2.0826000000000002,False,False,Cubic,6.936034981155192,6.936034476273952,6.93603395,60.00000246224334,60.00000487015149,59.99999530425935,154336.6915290585
mp-27841,VBrO,3,Br-O-V,1.4910999999999999,False,False,Orthorhombic,3.42819595,3.77685904,8.7052786,90.0,90.0,90.0,85262.43418066922
mp-27869,Ba2PCl,3,Ba-Cl-P,1.2602000000000002,False,True,Trigonal,8.043017478261618,8.043017444170408,8.043017453991347,33.836740093307185,33.836739704640785,33.83674329573275,186587.9024646923
mp-27980,U(OF)2,3,F-O-U,2.1045000000000003,False,False,Trigonal,5.807546745534312,5.807546745534312,5.807546393139968,42.479742450287084,42.479742450287084,42.47974539665935,5226.076975912966
mp-28013,MnI2,2,I-Mn,1.1707999999999998,False,False,Trigonal,4.16858148,4.168580934901684,7.14619956,90.0,90.0,120.00000432562251,68097.20205499069
mp-28066,ThBrN,3,Br-N-Th,2.6395999999999997,False,False,Tetragonal,4.07401477,4.07401477,8.12696051,90.0,90.0,90.0,5763.346572063539
mp-28067,ThIN,3,I-N-Th,2.6858999999999997,False,False,Tetragonal,4.12057337,4.12057337,9.53178002,90.0,90.0,90.0,7413.955691231634
mp-28069,Ca3AsCl3,3,As-Ca-Cl,1.8439,False,True,Cubic,5.75617461,5.75617461,5.75617461,90.0,90.0,90.0,152955.13473379822
mp-28145,Rb2PdCl6,3,Cl-Pd-Rb,1.2868,False,False,Cubic,7.02557017766341,7.0255705277973,7.02557151,60.00000974607848,60.00000807496154,60.00000697753516,278343.62185112055
mp-28171,K3IO,3,I-K-O,1.0284000000000002,False,True,Cubic,5.29423015,5.29423015,5.29423015,90.0,90.0,90.0,30245.933643374683
mp-28233,MnCl2,2,Cl-Mn,1.7925999999999997,False,False,Trigonal,6.436743438748811,6.436743723531913,6.4367439239970725,33.31035626708133,33.31035401710786,33.31035371048289,2367.3843809182226
mp-28306,MnBr2,2,Br-Mn,1.5962,False,False,Trigonal,3.87141839,3.871416595616342,6.48342778,90.0,90.0,119.99999734897294,5064.581333343645
mp-28553,Ca2IN,3,Ca-I-N,2.3484999999999996,False,False,Hexagonal,3.81315544,3.8131547349968984,14.5364298,90.0,90.0,119.99999711709285,40401.43602441806
mp-28554,Ca2AsI,3,As-Ca-I,1.5566,False,False,Trigonal,7.871350375066254,7.871350545964966,7.8713509943146205,32.433551288598885,32.43355304439024,32.43354683990631,183287.39021016544
mp-28602,Na3ClO,3,Cl-Na-O,2.0299,False,True,Cubic,4.45871654,4.45871654,4.45871654,90.0,90.0,90.0,50459.25903188639
mp-28627,K4Br2O,3,Br-K-O,0.9912,False,True,Tetragonal,5.142521319858563,5.142521307080184,9.01560084029458,106.57088730572424,106.57088471246091,90.00000050361793,22284.673248773077
mp-28650,CsBr2F,3,Br-Cs-F,1.7763,False,False,Tetragonal,4.27837794,4.27837794,7.29947473,90.0,90.0,90.0,128779.33553027593
mp-28797,YHSe,3,H-Se-Y,1.5072,False,False,Hexagonal,3.8409309,3.840931771584777,3.91554956,90.0,90.0,119.99999249354248,95285.00033793224
mp-30250,YAgO2,3,Ag-O-Y,2.4154,False,False,Hexagonal,3.50492912,3.5049306933429447,12.39250308,90.0,90.0,120.0000043790466,9174.328960145252
mp-3104,BaZrN2,3,Ba-N-Zr,0.9972000000000003,False,False,Tetragonal,4.18039391,4.18039391,8.43381836,90.0,90.0,90.0,161738.43822509967
mp-3159,Al2CdSe4,3,Al-Cd-Se,2.0046999999999997,False,True,Tetragonal,5.804803987363248,5.804804472029754,6.789063605065444,115.30971967725576,115.30974641449832,89.99999678331766,62152.504052270524
mp-3216,Li2ZrN2,3,Li-N-Zr,1.5618999999999996,False,False,Trigonal,3.27830705,3.278305891026342,5.43381109,90.0,90.0,120.00000150321816,131380.10746702383
mp-3236,Pr2SO2,3,O-Pr-S,2.8599999999999994,False,False,Trigonal,4.00789086,4.007890029262823,6.87975311,90.0,90.0,119.9999898762073,4210.132524048283
mp-3613,NaErS2,3,Er-Na-S,2.3244999999999996,False,False,Trigonal,6.968013413619607,6.968013413619607,6.968012962407173,32.7604140607866,32.7604140607866,32.760421094942515,10459.92051843615
mp-3614,KTaO3,3,K-O-Ta,2.0995,False,False,Cubic,3.99488137,3.99488137,3.99488137,90.0,90.0,90.0,14623.162846093139
mp-3744,NaNbO2,3,Na-Nb-O,1.3780999999999999,False,False,Hexagonal,2.97508111,2.9750815333643486,11.51547288,90.0,90.0,119.99998406251842,288854.3592331561
mp-3748,AlCuO2,3,Al-Cu-O,1.7978000000000005,False,False,Trigonal,5.881352236930663,5.881352334674827,5.881352781567618,27.963630605370046,27.963641779225192,27.963618004662134,38925.61264564922
mp-3808,K2UO4,3,K-O-U,1.9773,False,False,Tetragonal,4.327535561428397,4.327536093767651,7.295629729203955,107.25256083586324,107.25256185987132,89.99998652632107,63751.66847176948
mp-3915,BaHgO2,3,Ba-Hg-O,2.2727,False,False,Trigonal,6.9322523082454275,6.932252586112554,6.932253252398,34.92254263777499,34.92254592480361,34.92254133072702,7526.851236489025
mp-3924,LiNbO2,3,Li-Nb-O,1.5794999999999995,False,True,Hexagonal,2.92178487,2.921784607269662,10.45103486,90.0,90.0,119.99999153959526,179101.26336769355
mp-3992,PrSF,3,F-Pr-S,1.2541000000000002,False,True,Tetragonal,3.98126766,3.98126766,6.96191102,90.0,90.0,90.0,28594.512425847865
mp-31166,DyTlS2,3,Dy-S-Tl,1.5281999999999996,False,False,Trigonal,7.8443246434071225,7.8443246434071225,7.844324518072504,29.635625866075195,29.635625866075195,29.635620372533737,22186.822424989376
mp-31451,ZrCoBi,3,Bi-Co-Zr,0.9771999999999998,False,False,Cubic,4.375637597257861,4.375637726038419,4.37563775,59.99999974325113,59.999998769672644,60.000004561764115,854967.6178182124
mp-33723,BiTeBr,3,Bi-Br-Te,1.2364000000000002,False,False,Trigonal,4.30962561,4.309624691282167,6.80777322,90.0,90.0,119.99999105062984,328364.8986752837
mp-34857,KNO2,3,K-N-O,2.5157,False,False,Monoclinic,4.460245796355991,4.460245796355991,4.090862251337456,70.21248327206501,70.21248327206501,79.57690874407595,4166.664545598492
mp-34932,CaHN,3,Ca-H-N,2.1929999999999996,False,True,Tetragonal,3.7793912047597864,3.5280813538877283,3.7793899316335455,62.176289877258746,55.64742587942085,62.176295712045615,35565.406969751006
mp-36111,LiMgP,3,Li-Mg-P,1.5391000000000004,False,False,Cubic,4.226697,4.226696770698485,4.2266972312443905,59.9999985884675,60.000009636184565,60.00000603177879,26838.867330251825
mp-37153,AgAsF6,3,Ag-As-F,1.6805999999999999,False,False,Cubic,5.87719323,5.877193860733475,5.8771933451663445,60.00000000509215,60.00000633298919,60.00000923485345,34853.31394893337
mp-37906,LiMgN,3,Li-Mg-N,2.2706999999999997,False,True,Cubic,3.505191,3.5051903593215874,3.505191045560142,60.00001418563292,60.00000986732219,60.000003391046135,25087.883697611018
mp-4026,KCrS2,3,Cr-K-S,1.1644,False,False,Trigonal,7.390429399629425,7.390429035283599,7.390426951689379,28.595317313168866,28.595321306397487,28.59532799491764,310583.9219828948
mp-4043,NbCu3Se4,3,Cu-Nb-Se,1.3604000000000003,False,False,Cubic,5.66526997,5.66526997,5.66526997,90.0,90.0,90.0,347010.4366580591
mp-4081,TaCu3Se4,3,Cu-Se-Ta,1.5980000000000003,False,False,Cubic,5.66757839,5.66757839,5.66757839,90.0,90.0,90.0,246492.2524396186
mp-4495,KLiTe,3,K-Li-Te,2.4134,False,True,Tetragonal,4.83709739,4.83709739,7.7010359,90.0,90.0,90.0,20327.664568423246
mp-4524,ZnGeP2,3,Ge-P-Zn,1.1782000000000004,False,False,Tetragonal,5.442477519545148,5.442476870991153,6.602348364178498,114.34073209462082,114.3407370593062,90.00000606232584,331422.095255636
mp-4586,LiAlTe2,3,Al-Li-Te,2.4411,False,True,Tetragonal,6.376605460805092,6.376604710989432,7.444257355136243,115.35911308424174,115.35910908508313,89.99999538711519,28863.765724129087
mp-4763,ZnSiP2,3,P-Si-Zn,1.3641000000000005,False,True,Tetragonal,5.373406715982899,5.373406229801289,6.46451592271959,114.55759759449543,114.55759553146834,89.99999641590213,88200.938563931
mp-4764,Pr2SeO2,3,O-Pr-Se,2.1691000000000003,False,False,Trigonal,4.04083515,4.0408343101801005,7.09884034,90.0,90.0,119.9999983013249,6142.996533926519
mp-4805,Gd2SO2,3,Gd-O-S,2.0193999999999996,False,False,Trigonal,3.85490617,3.8549059971944852,6.66746081,90.0,90.0,120.00000156869139,10546.977500122543
mp-4886,NdCuO2,3,Cu-Nd-O,2.4114999999999998,False,False,Trigonal,6.070290412007586,6.070290848998983,6.070290983109709,35.91455875357223,35.91454520171443,35.91456020409141,26611.4689374925
mp-4961,Na2HgO2,3,Hg-Na-O,1.6474000000000002,False,False,Tetragonal,3.380091936431577,3.3800913536419315,7.087368294560475,103.79560307112448,103.79560384748862,89.99999479948873,36143.37149898956
mp-5020,BaTiO3,3,Ba-O-Ti,2.5086999999999997,False,False,Trigonal,4.033806554507884,4.033805892924775,4.033806146413204,89.83638279997638,89.83636957742058,89.83638729523724,10012.395070545836
mp-5175,NaInO2,3,In-Na-O,1.9142000000000001,False,False,Trigonal,5.740599911553927,5.7406000474351435,5.740600225454329,32.843023361181814,32.84301953925312,32.84303025098922,39613.2458039494
mp-5273,KPrTe2,3,K-Pr-Te,1.2799999999999998,False,False,Trigonal,8.615750272349981,8.615750272349981,8.615749921121715,31.3337521486744,31.3337521486744,31.33375219932681,314133.4337782449
mp-5394,LaSF,3,F-La-S,1.4880999999999993,False,True,Tetragonal,4.04866893,4.04866893,6.96278102,90.0,90.0,90.0,22517.977293165768
mp-5459,Nd2TeO2,3,Nd-O-Te,1.3099999999999996,False,False,Tetragonal,4.060112680857363,4.06011339991511,7.070435522728183,106.68554285320597,106.68555317718531,90.00000364949909,135859.01063801005
mp-5475,NaTaN2,3,N-Na-Ta,1.2764999999999995,False,False,Trigonal,5.9138035912887,5.9138035912887,5.913803383838018,30.6365734075436,30.6365734075436,30.636586211654944,342983.2542372014
mp-5488,LiInO2,3,In-Li-O,1.8142999999999998,False,False,Tetragonal,5.561942173719978,5.561942173719978,5.561942173719978,134.16111763350608,134.16111763350608,66.83646520188819,24264.50780068476
mp-5513,Tl3VS4,3,S-Tl-V,1.9554,False,True,Cubic,6.569661255773913,6.569661225842351,6.56966138,109.4712178711322,109.4712177235496,109.471223550511,305744.844692952
mp-5598,Sm2SO2,3,O-S-Sm,2.9166000000000003,False,False,Trigonal,3.90311716,3.903116515238067,6.73354595,90.0,90.0,120.00000546449321,3845.704682691404
mp-5621,NbCu3S4,3,Cu-Nb-S,1.6574,False,False,Cubic,5.48125339,5.48125339,5.48125339,90.0,90.0,90.0,197920.1737624481
mp-5693,NaCrS2,3,Cr-Na-S,0.9908999999999994,False,False,Trigonal,6.763636747826628,6.763636423204902,6.763637618840718,30.63302756709688,30.63303672041818,30.633028650181213,268774.29737357266
mp-5694,NaHoS2,3,Ho-Na-S,2.3055000000000003,False,False,Trigonal,3.945593381074916,3.945593381074916,6.993362270736104,73.6146808412049,73.6146808412049,59.999983214038004,11078.90798146888
mp-5760,NdSF,3,F-Nd-S,1.2363000000000004,False,True,Tetragonal,3.94220416,3.94220416,6.9293486,90.0,90.0,90.0,29682.82933092912
mp-5782,AlAgS2,3,Ag-Al-S,1.8992,False,True,Tetragonal,5.70249387055302,5.702493725607133,6.588432650633701,115.64320525940323,115.64320249647966,89.99999698441553,30561.72052394872
mp-5860,K2HgO2,3,Hg-K-O,2.0773,False,True,Tetragonal,3.9055672603111415,3.905567798526636,7.525940517615151,105.03883466584598,105.03885055537967,89.99999926349764,10816.693181468796
mp-5928,Al2CdS4,3,Al-Cd-S,2.7262999999999997,False,False,Tetragonal,5.589843421512778,5.589586244813023,6.4412440662682595,115.71381195689983,115.71959138165508,89.99084269355751,6829.102139150615
mp-5967,TiCoSb,3,Co-Sb-Ti,1.0431999999999997,False,False,Cubic,4.141308317562652,4.1413085654590045,4.14130887,60.00000563502936,60.00000365489581,60.000004416730754,703429.7849508929
mp-7041,CaHgO2,3,Ca-Hg-O,2.125,False,False,Trigonal,6.5951799626087535,6.59518042819883,6.595180245382065,31.57706668658307,31.57706325813517,31.577066354016925,9108.555119447674
mp-7046,RbDyS2,3,Dy-Rb-S,2.3216,False,False,Trigonal,8.003361428284546,8.003361428284546,8.003360950747982,29.37970465595697,29.37970465595697,29.379705195557623,11993.885325467534
mp-7077,KAuS,3,Au-K-S,2.1003000000000003,False,False,Orthorhombic,5.045621253181041,5.0456212298714815,6.6852625,90.0,90.0,102.53933749248051,15457.341791662124
mp-7128,Cd(AsO3)2,3,As-Cd-O,1.9348999999999998,False,False,Trigonal,4.85315831,4.853159237288759,4.89477796,90.0,90.0,120.00000042744757,21823.626634634704
mp-7233,La2SeO2,3,La-O-Se,2.4067,False,False,Trigonal,4.08729761,4.087298055351818,7.16384495,90.0,90.0,120.00000487191399,8347.596784425654
mp-7375,KNbO3,3,K-Nb-O,2.2934,False,False,Trigonal,4.049923854879114,4.0499238731574305,4.0499247414557855,89.83687109964886,89.83687925054527,89.83686205811088,10891.93744703933
mp-7439,K3Cu3P2,3,Cu-K-P,1.2892000000000001,False,False,Trigonal,7.41985541727002,7.419855812371281,7.419855812034903,44.82627221895499,44.8262688093933,44.82626771093439,316380.148244157
mp-7472,RbAuO2,3,Au-O-Rb,1.4611,False,False,Orthorhombic,4.661739708455387,6.04778681,6.573061434928335,90.0,110.7695132803563,90.0,20636.443532558747
mp-7523,Th2TeN2,3,N-Te-Th,1.6182999999999996,False,True,Tetragonal,4.105755680328787,4.105755692189419,7.199425315997429,106.56750759863817,106.56750675031077,90.00001295384807,114963.56716171245
mp-7608,Li2PdO2,3,Li-O-Pd,1.1973000000000003,False,False,Orthorhombic,5.190011268347802,5.190011268347802,5.190011268347802,146.49843944126565,137.95876741018384,54.79287793527916,98639.55687306981
mp-7738,LaSeF,3,F-La-Se,1.7260999999999997,False,True,Hexagonal,4.22076396,4.220764022103438,8.22761741,90.0,90.0,120.00000764314755,57312.831499804095
mp-7768,Th2SeN2,3,N-Se-Th,1.3591999999999995,False,False,Trigonal,4.04042189,4.040422689373807,7.18960449,90.0,90.0,120.00001038092911,27554.07512665424
mp-7769,Th2SN2,3,N-S-Th,1.4240000000000004,False,False,Trigonal,4.01809993,4.018100923536743,6.95317168,90.0,90.0,120.00000027813091,20698.354622331397
mp-7801,CaGeN2,3,Ca-Ge-N,2.6621999999999995,False,True,Tetragonal,5.25029254934762,5.250293172153287,5.250292790806605,94.052178460719,117.68870885304302,117.68871226273824,6830.4352579140605
mp-7863,Rb2Sn2O3,3,O-Rb-Sn,1.2195999999999998,False,True,Trigonal,6.147252718381427,6.147253945913056,6.147252641294519,59.6646985787788,59.664691373734954,59.66469279609488,83902.74471708787
mp-7895,Rb2O2,2,O-Rb,1.7600000000000002,False,False,Orthorhombic,4.186799731086583,5.0825587273449875,5.082557980242262,72.0260738745089,65.67705785001226,65.67706131099138,23874.58946365744
mp-7896,Cs2O2,2,Cs-O,1.6496,False,False,Orthorhombic,4.33370958994754,5.416156878651859,5.416157139532602,72.92185299976752,66.41727290017873,66.41730183256082,29350.10738547648
mp-7906,Al2HgS4,3,Al-Hg-S,2.0244000000000004,False,False,Tetragonal,5.575833600857784,5.575833512861561,6.4645197678085315,115.54783614258938,115.54783761359549,89.99997807153197,56412.52379013178
mp-7921,MgPdF6,3,F-Mg-Pd,1.8285,False,True,Trigonal,5.333471876766249,5.333471673398081,5.333471456388856,55.07089443734636,55.0709014511988,55.07090323363037,72200.84236859188
mp-7928,K2PtS2,3,K-Pt-S,1.2355999999999998,False,False,Orthorhombic,3.6186655897013416,6.165753389856733,6.1657541541356675,70.28517727675835,72.9354534400602,72.93545810600084,85355.80796884278
mp-7929,Rb2PtS2,3,Pt-Rb-S,1.2521,False,False,Orthorhombic,3.649726006860059,6.417350538287688,6.417350062269744,69.48675247118003,73.47917174860393,73.4791651765924,100232.41293131749
mp-7977,CsSmO2,3,Cs-O-Sm,2.9281000000000006,False,False,Hexagonal,3.62646364,3.6264628227389553,13.74930084,90.0,90.0,120.00001675906087,3431.1852172718404
mp-7979,K2PdF6,3,F-K-Pd,2.0399000000000003,False,False,Trigonal,5.69202993,5.692030292545855,4.60172173,90.0,90.0,119.99999783491708,16463.907998404524
mp-8017,AlCuTe2,3,Al-Cu-Te,1.0186000000000002,False,True,Tetragonal,6.034586344720993,6.034586700333153,7.3674374798383475,114.17621994552455,114.17623458217402,89.99999775944846,319313.0016130894
mp-8041,Rb2S,2,Rb-S,1.9632,False,False,Cubic,5.49939702573266,5.499396501498568,5.49939553,59.99999973367931,60.00000281757232,59.999998829216864,45433.19359762542
mp-8136,ThSO,3,O-S-Th,1.1144999999999996,False,True,Tetragonal,3.97421556,3.97421556,6.77586343,90.0,90.0,90.0,34968.605989908945
mp-8177,HgF2,2,F-Hg,0.9687,False,True,Cubic,3.9289414766692476,3.9289405985749077,3.92894126,60.00000285063298,60.00001024374959,59.99998961681961,97377.12392970889
mp-8181,Li2CeN2,3,Ce-Li-N,1.2035999999999998,False,False,Trigonal,3.57350791,3.573507600137948,5.43007881,90.0,90.0,120.00000296094282,309192.9980190044
mp-8226,ThNF,3,F-N-Th,2.2590000000000003,False,True,Trigonal,7.151777641701663,7.151777641701663,7.151777179745427,32.55212627554223,32.55212627554223,32.55212735018579,8203.687447345876
mp-8255,CaPtF6,3,Ca-F-Pt,2.643,False,True,Trigonal,5.801999702335114,5.801999937296233,5.802000716569292,53.15730874650388,53.157300773067234,53.15730590116081,8873.905638087723
mp-8256,ZnPtF6,3,F-Pt-Zn,2.0919,False,True,Trigonal,5.407749241597967,5.407748949638889,5.407747838158442,54.54873867003424,54.548763397823,54.5487528506412,88208.41493965672
mp-8260,NaGdS2,3,Gd-Na-S,1.762,False,False,Trigonal,7.0014481468466245,7.0014481468466245,7.001447898049221,33.36779850819318,33.36779850819318,33.367801426571624,60189.50907604073
mp-8278,Ba(MgP)2,3,Ba-Mg-P,1.1366,False,False,Trigonal,4.37427633,4.374277685768247,7.62668553,90.0,90.0,120.00001294332479,252430.03640810426
mp-8280,Ba(MgAs)2,3,As-Ba-Mg,1.0689000000000002,False,False,Trigonal,4.49298382,4.4929832905457765,7.77005598,90.0,90.0,119.99999638834105,312383.2603349332
mp-8289,SnF3,2,F-Sn,2.7195,False,False,Cubic,6.150381282605366,6.150380686096792,6.1503813,59.99999131964451,59.99999452795802,59.99999311260578,7433.081679332176
mp-8298,Sr4P2O,3,O-P-Sr,1.2134,False,False,Tetragonal,4.814256094693773,4.814255219639518,8.692039544459822,106.07734843388346,106.07733545365478,90.0000029680872,207960.65972027218
mp-8299,Sr4As2O,3,As-O-Sr,1.1923999999999997,False,False,Tetragonal,4.8577481803506695,4.857749427081379,8.866808653845851,105.89819417706623,105.89820207982177,89.9999946931339,259193.16692147104
mp-8393,Tl3SbS3,3,S-Sb-Tl,1.592,False,True,Trigonal,6.119726386394661,6.119726663090934,6.119726317504962,104.36121506900486,104.36121507101534,104.3612047577977,266429.622610113
mp-8452,NaLiS,3,Li-Na-S,2.2642,False,False,Tetragonal,4.00926097,4.00926097,6.47945416,90.0,90.0,90.0,4514.839140198535
mp-8584,NaErSe2,3,Er-Na-Se,1.9258,False,False,Trigonal,7.310784534378806,7.31078483496541,7.310785071277259,32.41874864772387,32.41874180085615,32.418745818683256,24258.858375349773
mp-8622,Rb2PtSe2,3,Pt-Rb-Se,1.0034,False,False,Orthorhombic,3.7958763498015653,6.643038279174643,6.64303758029432,69.9861386106755,73.39911087719575,73.39911472622882,283592.3353381461
mp-8658,CsNaSe,3,Cs-Na-Se,2.027,False,False,Tetragonal,4.9949251,4.9949251,8.1072423,90.0,90.0,90.0,45657.00592164812
mp-8751,RbLiS,3,Li-Rb-S,2.745,False,False,Tetragonal,4.41180301,4.41180301,7.26324285,90.0,90.0,90.0,5798.108931361367
mp-8756,KLiSe,3,K-Li-Se,2.5249,False,False,Tetragonal,4.50147408,4.50147408,7.20714494,90.0,90.0,90.0,12517.65132389981
mp-8830,NaRhO2,3,Na-O-Rh,1.3773999999999997,False,False,Trigonal,5.400422330886958,5.400422476224173,5.4004219987292075,33.55068951542158,33.55068276769702,33.55069151130853,293044.74917305965
mp-8922,Cd(SbO3)2,3,Cd-O-Sb,1.4136000000000006,False,False,Trigonal,5.26329933,5.263299733035355,4.8221408,90.0,90.0,119.99999752978067,36774.09289700449
mp-8963,Cs2HgF4,3,Cs-F-Hg,2.0818,False,False,Tetragonal,4.651847435185158,4.65184740634632,7.959759512219642,106.99032742836734,106.99032084365923,90.00000203385315,2920.9690680147455
mp-9006,Ho2CF2,3,C-F-Ho,1.1355000000000004,False,False,Trigonal,3.63198646,3.631985909110549,6.26982569,90.0,90.0,120.00001430749178,191081.89803251615
mp-9035,NaLuS2,3,Lu-Na-S,2.4322999999999997,False,False,Trigonal,3.8754602030422336,3.8754602030422336,6.966221422873654,73.84953567804601,73.84953567804601,60.00002999370213,8779.86310108244
mp-9036,KSmTe2,3,K-Sm-Te,1.2623000000000002,False,False,Trigonal,8.589565056160305,8.589565056160305,8.589565122056205,30.867120218602743,30.867120218602743,30.867125531954894,363821.293332873
mp-9076,NaTmS2,3,Na-S-Tm,2.3614,False,False,Trigonal,6.974078755677062,6.974078755677062,6.974079575233339,32.56747400875191,32.56747400875191,32.56747489501766,9757.629959099286
mp-9082,CsSmS2,3,Cs-S-Sm,2.1397,False,False,Trigonal,8.455430475805047,8.455430475805047,8.455430020675498,28.57147853118646,28.57147853118646,28.57148114670627,26631.3193887575
mp-9084,CsGdS2,3,Cs-Gd-S,1.8329,False,False,Trigonal,8.416223950871617,8.416223950871617,8.416224503791508,28.44102476050047,28.44102476050047,28.44103149274617,73630.44744077115
mp-9125,Ca(SbO3)2,3,Ca-O-Sb,2.6942999999999997,False,False,Trigonal,5.25791554,5.257915548731438,5.02144323,90.0,90.0,120.00000623648303,3084.2803018314885
mp-9126,Sr(SbO3)2,3,O-Sb-Sr,2.7881,False,False,Trigonal,5.29166341,5.2916630043105455,5.38664006,90.0,90.0,120.00000259859645,2848.859454669209
mp-9127,Ba(SbO3)2,3,Ba-O-Sb,2.8606,False,False,Trigonal,5.32814826,5.32814695493004,5.81558169,90.0,90.0,120.00000189402304,2837.0065165393453
mp-9195,BaCuSeF,4,Ba-Cu-F-Se,1.4265000000000003,False,True,Tetragonal,4.263533,4.263533,9.246547,90.0,90.0,90.0,137046.15259772676
mp-9250,RbLiSe,3,Li-Rb-Se,2.3089,False,False,Tetragonal,4.60204775,4.60204775,7.50977297,90.0,90.0,90.0,17725.60233224792
mp-9262,Cs2PtF6,3,Cs-F-Pt,2.814,False,False,Cubic,6.353992884150104,6.353992932188881,6.35399339,59.99999766863563,59.99999741853933,59.99999549330239,1304.5655029933089
